cowccode,iso3numeric,iso3alpha,year,LoT,RstrctAccess
775,104,MMR,1999,Routinely,No
775,104,MMR,2000,Widespread,No
775,104,MMR,2001,Widespread,No
775,104,MMR,2002,Widespread,No
775,104,MMR,2003,Routinely,No
775,104,MMR,2004,Widespread,No
775,104,MMR,2005,Systematic,No
780,144,LKA,1995,Widespread,No
780,144,LKA,1996,Widespread,No
780,144,LKA,1997,Widespread,No
780,144,LKA,1998,Widespread,No
780,144,LKA,1999,Widespread,No
780,144,LKA,2000,Widespread,No
780,144,LKA,2001,Widespread,No
780,144,LKA,2002,Systematic,No
780,144,LKA,2003,Routinely,No
780,144,LKA,2004,No Allegations,No
780,144,LKA,2005,No Allegations,No
790,524,NPL,1995,Systematic,No
790,524,NPL,1996,Widespread,No
790,524,NPL,1997,Widespread,No
790,524,NPL,1998,Systematic,No
790,524,NPL,1999,Systematic,No
790,524,NPL,2000,Widespread,No
790,524,NPL,2001,Widespread,No
790,524,NPL,2002,Systematic,No
790,524,NPL,2003,Widespread,No
790,524,NPL,2004,Systematic,No
790,524,NPL,2005,Systematic,No
800,764,THA,1995,No Allegations,No
800,764,THA,1996,No Allegations,No
800,764,THA,1997,No Allegations,No
800,764,THA,1998,No Allegations,No
800,764,THA,1999,Several,No
800,764,THA,2000,No Allegations,No
800,764,THA,2001,No Allegations,No
800,764,THA,2002,No Allegations,No
800,764,THA,2003,No Allegations,No
800,764,THA,2004,Systematic,No
800,764,THA,2005,Widespread,No
811,116,KHM,1995,"Allegation, No LoT",No
811,116,KHM,1996,"Allegation, No LoT",No
811,116,KHM,1997,"Allegation, No LoT",No
811,116,KHM,1998,Widespread,No
811,116,KHM,1999,Widespread,No
811,116,KHM,2000,"Allegation, No LoT",No
811,116,KHM,2001,"Allegation, No LoT",No
811,116,KHM,2002,Several,No
811,116,KHM,2003,Widespread,No
811,116,KHM,2004,Widespread,No
811,116,KHM,2005,No Allegations,No
812,418,LAO,1995,No Allegations,No
812,418,LAO,1996,No Allegations,No
812,418,LAO,1997,No Allegations,No
812,418,LAO,1998,No Allegations,No
812,418,LAO,1999,"Allegation, No LoT",No
812,418,LAO,2000,Widespread,Yes
812,418,LAO,2001,Continued,No
812,418,LAO,2002,Widespread,Yes
812,418,LAO,2003,Widespread,Yes
812,418,LAO,2004,Widespread,Yes
812,418,LAO,2005,Continued,Yes
816,704,VNM,1995,Several,No
816,704,VNM,1996,Several,Yes
816,704,VNM,1997,No Allegations,No
816,704,VNM,1998,"Allegation, No LoT",Yes
816,704,VNM,1999,"Allegation, No LoT",Yes
816,704,VNM,2000,No Allegations,No
816,704,VNM,2001,Several,Yes
816,704,VNM,2002,Widespread,Yes
816,704,VNM,2003,Routinely,Yes
816,704,VNM,2004,"Allegation, No LoT",Yes
816,704,VNM,2005,"Allegation, No LoT",Yes
820,458,MYS,1995,Routinely,No
820,458,MYS,1996,Systematic,No
820,458,MYS,1997,Systematic,No
820,458,MYS,1998,Routinely,Yes
820,458,MYS,1999,Systematic,No
820,458,MYS,2000,Systematic,No
820,458,MYS,2001,Systematic,No
820,458,MYS,2002,Systematic,No
820,458,MYS,2003,Systematic,No
820,458,MYS,2004,Systematic,No
820,458,MYS,2005,Several,No
830,702,SGP,1995,No Allegations,No
830,702,SGP,1996,No Allegations,No
830,702,SGP,1997,No Allegations,No
830,702,SGP,1998,No Allegations,No
830,702,SGP,1999,No Allegations,No
830,702,SGP,2000,No Allegations,No
830,702,SGP,2001,No Allegations,No
830,702,SGP,2002,No Allegations,No
830,702,SGP,2003,No Allegations,No
830,702,SGP,2004,No Allegations,No
830,702,SGP,2005,No Allegations,No
840,608,PHL,1995,Widespread,No
840,608,PHL,1996,Widespread,No
840,608,PHL,1997,Routinely,No
840,608,PHL,1998,Routinely,No
840,608,PHL,1999,"Allegation, No LoT",No
840,608,PHL,2000,"Allegation, No LoT",No
840,608,PHL,2001,"Allegation, No LoT",Yes
840,608,PHL,2002,Routinely,No
840,608,PHL,2003,Routinely,No
840,608,PHL,2004,Several,No
840,608,PHL,2005,"Allegation, No LoT",No
850,360,IDN,1995,Systematic,Yes
850,360,IDN,1996,Widespread,Yes
850,360,IDN,1997,Widespread,Yes
850,360,IDN,1998,Routinely,Yes
850,360,IDN,1999,Systematic,No
850,360,IDN,2000,Widespread,No
850,360,IDN,2001,Systematic,No
850,360,IDN,2002,Routinely,Yes
850,360,IDN,2003,Widespread,Yes
850,360,IDN,2004,Routinely,No
850,360,IDN,2005,Widespread,Yes
860,626,TMP,1995,No Allegations,No
860,626,TMP,1996,Widespread,No
860,626,TMP,1997,Routinely,No
860,626,TMP,1998,No Allegations,No
860,626,TMP,1999,Systematic,No
860,626,TMP,2000,Several,No
860,626,TMP,2001,Several,No
860,626,TMP,2002,Infrequent,No
860,626,TMP,2003,No Allegations,No
860,626,TMP,2004,Routinely,No
860,626,TMP,2005,No Allegations,No
900,36,AUS,1995,"Allegation, No LoT",No
900,36,AUS,1996,Routinely,No
900,36,AUS,1997,Routinely,No
900,36,AUS,1998,"Allegation, No LoT",No
900,36,AUS,1999,Routinely,No
900,36,AUS,2000,Routinely,Yes
900,36,AUS,2001,Routinely,No
900,36,AUS,2002,Routinely,Yes
900,36,AUS,2003,Routinely,No
900,36,AUS,2004,No Allegations,No
900,36,AUS,2005,Several,No
910,598,PNG,1995,"Allegation, No LoT",Yes
910,598,PNG,1996,Routinely,Yes
910,598,PNG,1997,Infrequent,Yes
910,598,PNG,1998,"Allegation, No LoT",No
910,598,PNG,1999,Continued,No
910,598,PNG,2000,"Allegation, No LoT",No
910,598,PNG,2001,"Allegation, No LoT",Yes
910,598,PNG,2002,Continued,No
910,598,PNG,2003,Continued,No
910,598,PNG,2004,Several,No
910,598,PNG,2005,Several,No
920,554,NZL,1995,No Allegations,No
920,554,NZL,1996,No Allegations,No
920,554,NZL,1997,No Allegations,No
920,554,NZL,1998,No Allegations,No
920,554,NZL,1999,No Allegations,No
920,554,NZL,2000,No Allegations,No
920,554,NZL,2001,No Allegations,No
920,554,NZL,2002,No Allegations,No
920,554,NZL,2003,No Allegations,No
920,554,NZL,2004,No Allegations,No
920,554,NZL,2005,No Allegations,No
